index,code,original_file,renamed_reference,scene,season,outfit,location_type,shot_type
82,eunbi_082_campus_river_mountain_fall_074654,base_images/eunbi/스크린샷 2026-05-20 오후 7.46.54.png,characters/woongbbi/eunbi/source_images/eunbi_082_campus_river_mountain_fall_074654.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
83,eunbi_083_campus_river_mountain_fall_074709,base_images/eunbi/스크린샷 2026-05-20 오후 7.47.09.png,characters/woongbbi/eunbi/source_images/eunbi_083_campus_river_mountain_fall_074709.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
84,eunbi_084_campus_river_mountain_fall_074716,base_images/eunbi/스크린샷 2026-05-20 오후 7.47.16.png,characters/woongbbi/eunbi/source_images/eunbi_084_campus_river_mountain_fall_074716.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
85,eunbi_085_campus_river_mountain_fall_074721,base_images/eunbi/스크린샷 2026-05-20 오후 7.47.21.png,characters/woongbbi/eunbi/source_images/eunbi_085_campus_river_mountain_fall_074721.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
86,eunbi_086_campus_river_mountain_fall_074732,base_images/eunbi/스크린샷 2026-05-20 오후 7.47.32.png,characters/woongbbi/eunbi/source_images/eunbi_086_campus_river_mountain_fall_074732.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
87,eunbi_087_campus_river_mountain_fall_074739,base_images/eunbi/스크린샷 2026-05-20 오후 7.47.39.png,characters/woongbbi/eunbi/source_images/eunbi_087_campus_river_mountain_fall_074739.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
88,eunbi_088_campus_river_mountain_fall_074756,base_images/eunbi/스크린샷 2026-05-20 오후 7.47.56.png,characters/woongbbi/eunbi/source_images/eunbi_088_campus_river_mountain_fall_074756.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
89,eunbi_089_campus_river_mountain_fall_074802,base_images/eunbi/스크린샷 2026-05-20 오후 7.48.02.png,characters/woongbbi/eunbi/source_images/eunbi_089_campus_river_mountain_fall_074802.jpg,campus_river_mountain_fall,autumn_to_winter,"black jacket, pink knit, white cardigan, brown jacket, fleece hoodie","campus/residential streets, riverside, lake, mountains",portrait_to_full_body
90,eunbi_090_snowy_mountain_lake_074814,base_images/eunbi/스크린샷 2026-05-20 오후 7.48.14.png,characters/woongbbi/eunbi/source_images/eunbi_090_snowy_mountain_lake_074814.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
91,eunbi_091_snowy_mountain_lake_074821,base_images/eunbi/스크린샷 2026-05-20 오후 7.48.21.png,characters/woongbbi/eunbi/source_images/eunbi_091_snowy_mountain_lake_074821.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
92,eunbi_092_snowy_mountain_lake_074837,base_images/eunbi/스크린샷 2026-05-20 오후 7.48.37.png,characters/woongbbi/eunbi/source_images/eunbi_092_snowy_mountain_lake_074837.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
93,eunbi_093_snowy_mountain_lake_074843,base_images/eunbi/스크린샷 2026-05-20 오후 7.48.43.png,characters/woongbbi/eunbi/source_images/eunbi_093_snowy_mountain_lake_074843.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
94,eunbi_094_snowy_mountain_lake_074851,base_images/eunbi/스크린샷 2026-05-20 오후 7.48.51.png,characters/woongbbi/eunbi/source_images/eunbi_094_snowy_mountain_lake_074851.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
95,eunbi_095_snowy_mountain_lake_074857,base_images/eunbi/스크린샷 2026-05-20 오후 7.48.57.png,characters/woongbbi/eunbi/source_images/eunbi_095_snowy_mountain_lake_074857.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
96,eunbi_096_snowy_mountain_lake_074903,base_images/eunbi/스크린샷 2026-05-20 오후 7.49.03.png,characters/woongbbi/eunbi/source_images/eunbi_096_snowy_mountain_lake_074903.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
97,eunbi_097_snowy_mountain_lake_074914,base_images/eunbi/스크린샷 2026-05-20 오후 7.49.14.png,characters/woongbbi/eunbi/source_images/eunbi_097_snowy_mountain_lake_074914.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
98,eunbi_098_snowy_mountain_lake_074921,base_images/eunbi/스크린샷 2026-05-20 오후 7.49.21.png,characters/woongbbi/eunbi/source_images/eunbi_098_snowy_mountain_lake_074921.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
99,eunbi_099_snowy_mountain_lake_074927,base_images/eunbi/스크린샷 2026-05-20 오후 7.49.27.png,characters/woongbbi/eunbi/source_images/eunbi_099_snowy_mountain_lake_074927.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
100,eunbi_100_snowy_mountain_lake_074935,base_images/eunbi/스크린샷 2026-05-20 오후 7.49.35.png,characters/woongbbi/eunbi/source_images/eunbi_100_snowy_mountain_lake_074935.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
101,eunbi_101_snowy_mountain_lake_074946,base_images/eunbi/스크린샷 2026-05-20 오후 7.49.46.png,characters/woongbbi/eunbi/source_images/eunbi_101_snowy_mountain_lake_074946.jpg,snowy_mountain_lake,winter,"hoodie, puffer jacket, winter outerwear","snowy forest, mountain lake, alpine overlook",full_body_to_portrait
102,eunbi_102_swim_pool_freediving_074957,base_images/eunbi/스크린샷 2026-05-20 오후 7.49.57.png,characters/woongbbi/eunbi/source_images/eunbi_102_swim_pool_freediving_074957.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
103,eunbi_103_swim_pool_freediving_075004,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.04.png,characters/woongbbi/eunbi/source_images/eunbi_103_swim_pool_freediving_075004.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
104,eunbi_104_swim_pool_freediving_075011,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.11.png,characters/woongbbi/eunbi/source_images/eunbi_104_swim_pool_freediving_075011.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
105,eunbi_105_swim_pool_freediving_075017,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.17.png,characters/woongbbi/eunbi/source_images/eunbi_105_swim_pool_freediving_075017.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
106,eunbi_106_swim_pool_freediving_075024,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.24.png,characters/woongbbi/eunbi/source_images/eunbi_106_swim_pool_freediving_075024.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
107,eunbi_107_swim_pool_freediving_075031,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.31.png,characters/woongbbi/eunbi/source_images/eunbi_107_swim_pool_freediving_075031.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
108,eunbi_108_swim_pool_freediving_075039,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.39.png,characters/woongbbi/eunbi/source_images/eunbi_108_swim_pool_freediving_075039.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
109,eunbi_109_swim_pool_freediving_075046,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.46.png,characters/woongbbi/eunbi/source_images/eunbi_109_swim_pool_freediving_075046.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
110,eunbi_110_swim_pool_freediving_075055,base_images/eunbi/스크린샷 2026-05-20 오후 7.50.55.png,characters/woongbbi/eunbi/source_images/eunbi_110_swim_pool_freediving_075055.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
111,eunbi_111_swim_pool_freediving_075106,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.06.png,characters/woongbbi/eunbi/source_images/eunbi_111_swim_pool_freediving_075106.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
112,eunbi_112_swim_pool_freediving_075112,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.12.png,characters/woongbbi/eunbi/source_images/eunbi_112_swim_pool_freediving_075112.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
113,eunbi_113_swim_pool_freediving_075118,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.18.png,characters/woongbbi/eunbi/source_images/eunbi_113_swim_pool_freediving_075118.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
114,eunbi_114_swim_pool_freediving_075125,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.25.png,characters/woongbbi/eunbi/source_images/eunbi_114_swim_pool_freediving_075125.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
115,eunbi_115_swim_pool_freediving_075131,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.31.png,characters/woongbbi/eunbi/source_images/eunbi_115_swim_pool_freediving_075131.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
116,eunbi_116_swim_pool_freediving_075137,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.37.png,characters/woongbbi/eunbi/source_images/eunbi_116_swim_pool_freediving_075137.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
117,eunbi_117_swim_pool_freediving_075144,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.44.png,characters/woongbbi/eunbi/source_images/eunbi_117_swim_pool_freediving_075144.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
118,eunbi_118_swim_pool_freediving_075149,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.49.png,characters/woongbbi/eunbi/source_images/eunbi_118_swim_pool_freediving_075149.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
119,eunbi_119_swim_pool_freediving_075155,base_images/eunbi/스크린샷 2026-05-20 오후 7.51.55.png,characters/woongbbi/eunbi/source_images/eunbi_119_swim_pool_freediving_075155.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
120,eunbi_120_swim_pool_freediving_075200,base_images/eunbi/스크린샷 2026-05-20 오후 7.52.00.png,characters/woongbbi/eunbi/source_images/eunbi_120_swim_pool_freediving_075200.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
121,eunbi_121_swim_pool_freediving_075205,base_images/eunbi/스크린샷 2026-05-20 오후 7.52.05.png,characters/woongbbi/eunbi/source_images/eunbi_121_swim_pool_freediving_075205.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
122,eunbi_122_swim_pool_freediving_075211,base_images/eunbi/스크린샷 2026-05-20 오후 7.52.11.png,characters/woongbbi/eunbi/source_images/eunbi_122_swim_pool_freediving_075211.jpg,swim_pool_freediving,summer,"one-piece swimsuit, bikini, swim cap, fins","indoor pool, beach, boat, underwater reef",full_body_underwater
123,eunbi_123_food_travel_london_garden_075350,base_images/eunbi/스크린샷 2026-05-20 오후 7.53.50.png,characters/woongbbi/eunbi/source_images/eunbi_123_food_travel_london_garden_075350.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
124,eunbi_124_food_travel_london_garden_075404,base_images/eunbi/스크린샷 2026-05-20 오후 7.54.04.png,characters/woongbbi/eunbi/source_images/eunbi_124_food_travel_london_garden_075404.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
125,eunbi_125_food_travel_london_garden_075442,base_images/eunbi/스크린샷 2026-05-20 오후 7.54.42.png,characters/woongbbi/eunbi/source_images/eunbi_125_food_travel_london_garden_075442.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
126,eunbi_126_food_travel_london_garden_075450,base_images/eunbi/스크린샷 2026-05-20 오후 7.54.50.png,characters/woongbbi/eunbi/source_images/eunbi_126_food_travel_london_garden_075450.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
127,eunbi_127_food_travel_london_garden_075457,base_images/eunbi/스크린샷 2026-05-20 오후 7.54.57.png,characters/woongbbi/eunbi/source_images/eunbi_127_food_travel_london_garden_075457.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
128,eunbi_128_food_travel_london_garden_075505,base_images/eunbi/스크린샷 2026-05-20 오후 7.55.05.png,characters/woongbbi/eunbi/source_images/eunbi_128_food_travel_london_garden_075505.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
129,eunbi_129_food_travel_london_garden_075516,base_images/eunbi/스크린샷 2026-05-20 오후 7.55.16.png,characters/woongbbi/eunbi/source_images/eunbi_129_food_travel_london_garden_075516.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
130,eunbi_130_food_travel_london_garden_075523,base_images/eunbi/스크린샷 2026-05-20 오후 7.55.23.png,characters/woongbbi/eunbi/source_images/eunbi_130_food_travel_london_garden_075523.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
131,eunbi_131_food_travel_london_garden_075530,base_images/eunbi/스크린샷 2026-05-20 오후 7.55.30.png,characters/woongbbi/eunbi/source_images/eunbi_131_food_travel_london_garden_075530.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
132,eunbi_132_food_travel_london_garden_075542,base_images/eunbi/스크린샷 2026-05-20 오후 7.55.42.png,characters/woongbbi/eunbi/source_images/eunbi_132_food_travel_london_garden_075542.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
133,eunbi_133_food_travel_london_garden_075549,base_images/eunbi/스크린샷 2026-05-20 오후 7.55.49.png,characters/woongbbi/eunbi/source_images/eunbi_133_food_travel_london_garden_075549.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
134,eunbi_134_food_travel_london_garden_075559,base_images/eunbi/스크린샷 2026-05-20 오후 7.55.59.png,characters/woongbbi/eunbi/source_images/eunbi_134_food_travel_london_garden_075559.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
135,eunbi_135_food_travel_london_garden_075606,base_images/eunbi/스크린샷 2026-05-20 오후 7.56.06.png,characters/woongbbi/eunbi/source_images/eunbi_135_food_travel_london_garden_075606.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
136,eunbi_136_food_travel_london_garden_075617,base_images/eunbi/스크린샷 2026-05-20 오후 7.56.17.png,characters/woongbbi/eunbi/source_images/eunbi_136_food_travel_london_garden_075617.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
137,eunbi_137_food_travel_london_garden_075624,base_images/eunbi/스크린샷 2026-05-20 오후 7.56.24.png,characters/woongbbi/eunbi/source_images/eunbi_137_food_travel_london_garden_075624.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
138,eunbi_138_food_travel_london_garden_075632,base_images/eunbi/스크린샷 2026-05-20 오후 7.56.32.png,characters/woongbbi/eunbi/source_images/eunbi_138_food_travel_london_garden_075632.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
139,eunbi_139_food_travel_london_garden_075639,base_images/eunbi/스크린샷 2026-05-20 오후 7.56.39.png,characters/woongbbi/eunbi/source_images/eunbi_139_food_travel_london_garden_075639.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
140,eunbi_140_food_travel_london_garden_075648,base_images/eunbi/스크린샷 2026-05-20 오후 7.56.48.png,characters/woongbbi/eunbi/source_images/eunbi_140_food_travel_london_garden_075648.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
141,eunbi_141_food_travel_london_garden_075654,base_images/eunbi/스크린샷 2026-05-20 오후 7.56.54.png,characters/woongbbi/eunbi/source_images/eunbi_141_food_travel_london_garden_075654.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
142,eunbi_142_food_travel_london_garden_075700,base_images/eunbi/스크린샷 2026-05-20 오후 7.57.00.png,characters/woongbbi/eunbi/source_images/eunbi_142_food_travel_london_garden_075700.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
143,eunbi_143_food_travel_london_garden_075715,base_images/eunbi/스크린샷 2026-05-20 오후 7.57.15.png,characters/woongbbi/eunbi/source_images/eunbi_143_food_travel_london_garden_075715.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
144,eunbi_144_food_travel_london_garden_075722,base_images/eunbi/스크린샷 2026-05-20 오후 7.57.22.png,characters/woongbbi/eunbi/source_images/eunbi_144_food_travel_london_garden_075722.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
145,eunbi_145_food_travel_london_garden_075749,base_images/eunbi/스크린샷 2026-05-20 오후 7.57.49.png,characters/woongbbi/eunbi/source_images/eunbi_145_food_travel_london_garden_075749.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
146,eunbi_146_food_travel_london_garden_075756,base_images/eunbi/스크린샷 2026-05-20 오후 7.57.56.png,characters/woongbbi/eunbi/source_images/eunbi_146_food_travel_london_garden_075756.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
147,eunbi_147_food_travel_london_garden_075812,base_images/eunbi/스크린샷 2026-05-20 오후 7.58.12.png,characters/woongbbi/eunbi/source_images/eunbi_147_food_travel_london_garden_075812.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
148,eunbi_148_food_travel_london_garden_075819,base_images/eunbi/스크린샷 2026-05-20 오후 7.58.19.png,characters/woongbbi/eunbi/source_images/eunbi_148_food_travel_london_garden_075819.jpg,food_travel_london_garden,summer_to_winter,"black dress, white summer dress, black coat, knit top","cafe, train, garden, temple, London bridge, restaurant",portrait_to_full_body
149,eunbi_149_gym_running_beach_play_075829,base_images/eunbi/스크린샷 2026-05-20 오후 7.58.29.png,characters/woongbbi/eunbi/source_images/eunbi_149_gym_running_beach_play_075829.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
150,eunbi_150_gym_running_beach_play_075842,base_images/eunbi/스크린샷 2026-05-20 오후 7.58.42.png,characters/woongbbi/eunbi/source_images/eunbi_150_gym_running_beach_play_075842.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
151,eunbi_151_gym_running_beach_play_075848,base_images/eunbi/스크린샷 2026-05-20 오후 7.58.48.png,characters/woongbbi/eunbi/source_images/eunbi_151_gym_running_beach_play_075848.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
152,eunbi_152_gym_running_beach_play_075855,base_images/eunbi/스크린샷 2026-05-20 오후 7.58.55.png,characters/woongbbi/eunbi/source_images/eunbi_152_gym_running_beach_play_075855.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
153,eunbi_153_gym_running_beach_play_075903,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.03.png,characters/woongbbi/eunbi/source_images/eunbi_153_gym_running_beach_play_075903.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
154,eunbi_154_gym_running_beach_play_075911,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.11.png,characters/woongbbi/eunbi/source_images/eunbi_154_gym_running_beach_play_075911.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
155,eunbi_155_gym_running_beach_play_075920,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.20.png,characters/woongbbi/eunbi/source_images/eunbi_155_gym_running_beach_play_075920.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
156,eunbi_156_gym_running_beach_play_075927,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.27.png,characters/woongbbi/eunbi/source_images/eunbi_156_gym_running_beach_play_075927.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
157,eunbi_157_gym_running_beach_play_075936,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.36.png,characters/woongbbi/eunbi/source_images/eunbi_157_gym_running_beach_play_075936.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
158,eunbi_158_gym_running_beach_play_075944,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.44.png,characters/woongbbi/eunbi/source_images/eunbi_158_gym_running_beach_play_075944.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
159,eunbi_159_gym_running_beach_play_075950,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.50.png,characters/woongbbi/eunbi/source_images/eunbi_159_gym_running_beach_play_075950.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
160,eunbi_160_gym_running_beach_play_075959,base_images/eunbi/스크린샷 2026-05-20 오후 7.59.59.png,characters/woongbbi/eunbi/source_images/eunbi_160_gym_running_beach_play_075959.jpg,gym_running_beach_play,summer,"sports bra, shorts, rash guard, black swimsuit","gym, night running route, beach",full_body
161,eunbi_161_dining_autumn_city_casual_080009,base_images/eunbi/스크린샷 2026-05-20 오후 8.00.09.png,characters/woongbbi/eunbi/source_images/eunbi_161_dining_autumn_city_casual_080009.jpg,dining_autumn_city_casual,autumn,"dark blouse, red sleeveless knit, hoodie, leather jacket, sunglasses","restaurant, riverside, street, park",portrait_to_full_body
162,eunbi_162_dining_autumn_city_casual_080016,base_images/eunbi/스크린샷 2026-05-20 오후 8.00.16.png,characters/woongbbi/eunbi/source_images/eunbi_162_dining_autumn_city_casual_080016.jpg,dining_autumn_city_casual,autumn,"dark blouse, red sleeveless knit, hoodie, leather jacket, sunglasses","restaurant, riverside, street, park",portrait_to_full_body
163,eunbi_163_dining_autumn_city_casual_080023,base_images/eunbi/스크린샷 2026-05-20 오후 8.00.23.png,characters/woongbbi/eunbi/source_images/eunbi_163_dining_autumn_city_casual_080023.jpg,dining_autumn_city_casual,autumn,"dark blouse, red sleeveless knit, hoodie, leather jacket, sunglasses","restaurant, riverside, street, park",portrait_to_full_body
164,eunbi_164_dining_autumn_city_casual_080034,base_images/eunbi/스크린샷 2026-05-20 오후 8.00.34.png,characters/woongbbi/eunbi/source_images/eunbi_164_dining_autumn_city_casual_080034.jpg,dining_autumn_city_casual,autumn,"dark blouse, red sleeveless knit, hoodie, leather jacket, sunglasses","restaurant, riverside, street, park",portrait_to_full_body
165,eunbi_165_dining_autumn_city_casual_080041,base_images/eunbi/스크린샷 2026-05-20 오후 8.00.41.png,characters/woongbbi/eunbi/source_images/eunbi_165_dining_autumn_city_casual_080041.jpg,dining_autumn_city_casual,autumn,"dark blouse, red sleeveless knit, hoodie, leather jacket, sunglasses","restaurant, riverside, street, park",portrait_to_full_body
166,eunbi_166_dining_autumn_city_casual_080049,base_images/eunbi/스크린샷 2026-05-20 오후 8.00.49.png,characters/woongbbi/eunbi/source_images/eunbi_166_dining_autumn_city_casual_080049.jpg,dining_autumn_city_casual,autumn,"dark blouse, red sleeveless knit, hoodie, leather jacket, sunglasses","restaurant, riverside, street, park",portrait_to_full_body
